Lunar IPS (LIPS) Version 1.03
Apply IPS Patch Log

Offset    Size    RLE    IPS_File_Range       IPS_File_Size
05C1DE       2    No     0000E54E-0000E554        7
05C1EB       4    No     0000E555-0000E55D        9
05C1FD       4    No     0000E55E-0000E566        9
05C20D       2    No     0000E567-0000E56D        7
05C215       4    No     0000E56E-0000E576        9
05C24C       4    No     0000E577-0000E57F        9
05C262       8    No     0000E580-0000E58C        D
05C279       1    No     0000E58D-0000E592        6
05C289       4    No     0000E593-0000E59B        9
05C2A8       4    No     0000E59C-0000E5A4        9
05C2B7       4    No     0000E5A5-0000E5AD        9
05C318       2    No     0000E5AE-0000E5B4        7
05C392       2    No     0000E5B5-0000E5BB        7
05C39E       1    No     0000E5BC-0000E5C1        6
05C3AB       1    No     0000E5C2-0000E5C7        6
05C3CA       5    No     0000E5C8-0000E5D1        A
05C3E4       2    No     0000E5D2-0000E5D8        7
05C3EF       2    No     0000E5D9-0000E5DF        7
05C3F8       2    No     0000E5E0-0000E5E6        7
05C406       2    No     0000E5E7-0000E5ED        7
05C41A       1    No     0000E5EE-0000E5F3        6
05C424       1    No     0000E5F4-0000E5F9        6
05C45E       1    No     0000E5FA-0000E5FF        6
05C466       2    No     0000E600-0000E606        7
05C46E       2    No     0000E607-0000E60D        7
05C47E       1    No     0000E60E-0000E613        6
05C486       4    No     0000E614-0000E61C        9
05C49C       1    No     0000E61D-0000E622        6
05C4CB       4    No     0000E623-0000E62B        9
05C4EB       4    No     0000E62C-0000E634        9
05C4FA       2    No     0000E635-0000E63B        7
05C502       8    No     0000E63C-0000E648        D
05C510       4    No     0000E649-0000E651        9
05C588       5    No     0000E652-0000E65B        A
05C5A5       C    No     0000E65C-0000E66C       11
05C5CE       1    No     0000E66D-0000E672        6
05C5EC       2    No     0000E673-0000E679        7
05C5FB       7    No     0000E67A-0000E685        C
05C646       5    No     0000E686-0000E68F        A
05C6BE       2    No     0000E690-0000E696        7
05C6CA       1    No     0000E697-0000E69C        6
05C6D7       1    No     0000E69D-0000E6A2        6
05C6F8       5    No     0000E6A3-0000E6AC        A
05C712       2    No     0000E6AD-0000E6B3        7
05C71D       2    No     0000E6B4-0000E6BA        7
05C726       2    No     0000E6BB-0000E6C1        7
05C734       2    No     0000E6C2-0000E6C8        7
05C781       1    No     0000E6C9-0000E6CE        6
05C789       2    No     0000E6CF-0000E6D5        7
05C791       2    No     0000E6D6-0000E6DC        7
05C7A1       1    No     0000E6DD-0000E6E2        6
05C7A9       4    No     0000E6E3-0000E6EB        9
05C7BC       1    No     0000E6EC-0000E6F1        6
05C7E4       4    No     0000E6F2-0000E6FA        9
05C7FD       4    No     0000E6FB-0000E703        9
05C81D       2    No     0000E704-0000E70A        7
05C825       4    No     0000E70B-0000E713        9
05C896       3    No     0000E714-0000E71B        8
05C8DB       5    No     0000E71C-0000E725        A
05C92D       3    No     0000E726-0000E72D        8
05C946       2    No     0000E72E-0000E734        7
05C94E       4    No     0000E735-0000E73D        9
05C990       5    No     0000E73E-0000E747        A
05C9E2       3    No     0000E748-0000E74F        8
05CA3A       2    No     0000E750-0000E756        7
05CA46       1    No     0000E757-0000E75C        6
05CA53       1    No     0000E75D-0000E762        6
05CA7B       1    No     0000E763-0000E768        6
05CA88       1    No     0000E769-0000E76E        6
05CA95       5    No     0000E76F-0000E778        A
05CAAF       2    No     0000E779-0000E77F        7
05CABA       2    No     0000E780-0000E786        7
05CAC3       2    No     0000E787-0000E78D        7
05CAD1       2    No     0000E78E-0000E794        7
05CB2D       1    No     0000E795-0000E79A        6
05CB35       2    No     0000E79B-0000E7A1        7
05CB3D       2    No     0000E7A2-0000E7A8        7
05CB4D       1    No     0000E7A9-0000E7AE        6
05CB55       4    No     0000E7AF-0000E7B7        9
05CB6B       1    No     0000E7B8-0000E7BD        6
05CB95       4    No     0000E7BE-0000E7C6        9
05CBAE       4    No     0000E7C7-0000E7CF        9
05CBC7       4    No     0000E7D0-0000E7D8        9
05CBE7       2    No     0000E7D9-0000E7DF        7
05CBEF       4    No     0000E7E0-0000E7E8        9
05CC72       2    No     0000E7E9-0000E7EF        7
05CC93       6    No     0000E7F0-0000E7FA        B
05CCA0       8    No     0000E7FB-0000E807        D
05CCAE       2    No     0000E808-0000E80E        7
05CCBA       1    No     0000E80F-0000E814        6
05CCC7       2    No     0000E815-0000E81B        7
05CCCF       4    No     0000E81C-0000E824        9
05CD12       4    No     0000E825-0000E82D        9
05CD5E       2    No     0000E82E-0000E834        7
05CD6A       1    No     0000E835-0000E83A        6
05CD7D       3    No     0000E83B-0000E842        8
05CD8A       2    No     0000E843-0000E849        7
05CDBC       1    No     0000E84A-0000E84F        6
05CDC3       2    No     0000E850-0000E856        7
05CDE2       1    No     0000E857-0000E85C        6
05CDF6       2    No     0000E85D-0000E863        7
05CE56       2    No     0000E864-0000E86A        7
05CE66       1    No     0000E86B-0000E870        6
05CE6E       4    No     0000E871-0000E879        9
05CE81       2    No     0000E87A-0000E880        7
05CE89       4    No     0000E881-0000E889        9
05CEA7       4    No     0000E88A-0000E892        9
05CEC0       4    No     0000E893-0000E89B        9
05CED9       4    No     0000E89C-0000E8A4        9
05CEF2       4    No     0000E8A5-0000E8AD        9
05CF12      11    No     0000E8AE-0000E8C3       16
05CF31       2    No     0000E8C4-0000E8CA        7
05CF3D       1    No     0000E8CB-0000E8D0        6
05CF47       1    No     0000E8D1-0000E8D6        6
05CF5A      11    No     0000E8D7-0000E8EC       16
05CF79       2    No     0000E8ED-0000E8F3        7
05CF8C       4    No     0000E8F4-0000E8FC        9
05D018       2    No     0000E8FD-0000E903        7
05D024       1    No     0000E904-0000E909        6
05D031       1    No     0000E90A-0000E90F        6
05D053       5    No     0000E910-0000E919        A
05D06D       2    No     0000E91A-0000E920        7
05D078       2    No     0000E921-0000E927        7
05D081       2    No     0000E928-0000E92E        7
05D08F       2    No     0000E92F-0000E935        7
05D128       1    No     0000E936-0000E93B        6
05D130       2    No     0000E93C-0000E942        7
05D138       2    No     0000E943-0000E949        7
05D148       1    No     0000E94A-0000E94F        6
05D150       4    No     0000E950-0000E958        9
05D160       1    No     0000E959-0000E95E        6
05D18C       4    No     0000E95F-0000E967        9
05D196       4    No     0000E968-0000E970        9
05D1A0       4    No     0000E971-0000E979        9
05D1AA       4    No     0000E97A-0000E982        9
05D1B4       4    No     0000E983-0000E98B        9
05D1BE       4    No     0000E98C-0000E994        9
05D1C8       4    No     0000E995-0000E99D        9
05D1D9       2    No     0000E99E-0000E9A4        7
05D1E1       4    No     0000E9A5-0000E9AD        9
05D40A       3    No     0000E9AE-0000E9B5        8
05D44F       2    No     0000E9B6-0000E9BC        7
05D467       1    No     0000E9BD-0000E9C2        6
05D536       5    No     0000E9C3-0000E9CC        A
05D588       2    No     0000E9CD-0000E9D3        7
05D5D5       2    No     0000E9D4-0000E9DA        7
05D5EF       1    No     0000E9DB-0000E9E0        6
05D600       1    No     0000E9E1-0000E9E6        6
05D611       4    No     0000E9E7-0000E9EF        9
05D65D       2    No     0000E9F0-0000E9F6        7
05D6BB       1    No     0000E9F7-0000E9FC        6
05D6F5       2    No     0000E9FD-0000EA03        7
05D732       2    No     0000EA04-0000EA0A        7
05D7BF       2    No     0000EA0B-0000EA11        7
05D7CB       1    No     0000EA12-0000EA17        6
05D7F5       1    No     0000EA18-0000EA1D        6
05D808       1    No     0000EA1E-0000EA23        6
05D81B       1    No     0000EA24-0000EA29        6
05D82C       1    No     0000EA2A-0000EA2F        6
05D885       5    No     0000EA30-0000EA39        A
05D8C4      16    No     0000EA3A-0000EA54       1B
05D8E0       4    No     0000EA55-0000EA5D        9
05D8F9       4    No     0000EA5E-0000EA66        9
05D903       4    No     0000EA67-0000EA6F        9
05D90D       4    No     0000EA70-0000EA78        9
05DA15       2    No     0000EA79-0000EA7F        7
05DA21       1    No     0000EA80-0000EA85        6
05DA38       7    No     0000EA86-0000EA91        C
05DA46       B    No     0000EA92-0000EAA1       10
05DA63       9    No     0000EAA2-0000EAAF        E
05DA8B       4    No     0000EAB0-0000EAB8        9
05DA95       4    No     0000EAB9-0000EAC1        9
05DB5F       1    No     0000EAC2-0000EAC7        6
05DB7A       6    No     0000EAC8-0000EAD2        B
05DB87       6    No     0000EAD3-0000EADD        B
05DB96       6    No     0000EADE-0000EAE8        B
05DBB6       6    No     0000EAE9-0000EAF3        B
05DBCC       6    No     0000EAF4-0000EAFE        B
05DBDE       8    No     0000EAFF-0000EB0B        D
05DBEC       4    No     0000EB0C-0000EB14        9
05DC0A       A    No     0000EB15-0000EB23        F
05DC1B       2    No     0000EB24-0000EB2A        7
05DC26       D    No     0000EB2B-0000EB3C       12
05DC6D       4    No     0000EB3D-0000EB45        9
05DC8E       2    No     0000EB46-0000EB4C        7
05DC99       4    No     0000EB4D-0000EB55        9
05DCEF       8    No     0000EB56-0000EB62        D
05DD39       4    No     0000EB63-0000EB6B        9
05DD92       2    No     0000EB6C-0000EB72        7
05DD9D       4    No     0000EB73-0000EB7B        9
05DDF0       6    No     0000EB7C-0000EB86        B
05DDFD       2    No     0000EB87-0000EB8D        7
05DE0F       1    No     0000EB8E-0000EB93        6
05DE3B       1    No     0000EB94-0000EB99        6
05DE63       1    No     0000EB9A-0000EB9F        6
05DE7B       1    No     0000EBA0-0000EBA5        6
05DECE       C    No     0000EBA6-0000EBB6       11
05DEE2       C    No     0000EBB7-0000EBC7       11
05DEF5       C    No     0000EBC8-0000EBD8       11
05DF08       C    No     0000EBD9-0000EBE9       11
06042D       2    No     0000EBEA-0000EBF0        7
0604F3       2    No     0000EBF1-0000EBF7        7
0604FC       1    No     0000EBF8-0000EBFD        6
060519       1    No     0000EBFE-0000EC03        6
060522       1    No     0000EC04-0000EC09        6
060529       1    No     0000EC0A-0000EC0F        6
06054F       1    No     0000EC10-0000EC15        6
060556       2    No     0000EC16-0000EC1C        7
06057A       2    No     0000EC1D-0000EC23        7
06058E       2    No     0000EC24-0000EC2A        7
060596       1    No     0000EC2B-0000EC30        6
06059E       1    No     0000EC31-0000EC36        6
0605C9       1    No     0000EC37-0000EC3C        6
0605D0       1    No     0000EC3D-0000EC42        6
0605EB       2    No     0000EC43-0000EC49        7
0605F3       2    No     0000EC4A-0000EC50        7
060603       1    No     0000EC51-0000EC56        6
06062B       1    No     0000EC57-0000EC5C        6
0606CD       2    No     0000EC5D-0000EC63        7
0606D9       B    No     0000EC64-0000EC73       10
0606EB       1    No     0000EC74-0000EC79        6
060717       4    No     0000EC7A-0000EC82        9
060721       4    No     0000EC83-0000EC8B        9
06072B       4    No     0000EC8C-0000EC94        9
0607F7       2    No     0000EC95-0000EC9B        7
060803       B    No     0000EC9C-0000ECAB       10
060815       5    No     0000ECAC-0000ECB5        A
060845       4    No     0000ECB6-0000ECBE        9
06084F       4    No     0000ECBF-0000ECC7        9
060859       4    No     0000ECC8-0000ECD0        9
060933       2    No     0000ECD1-0000ECD7        7
06093F       1    No     0000ECD8-0000ECDD        6
060947       9    No     0000ECDE-0000ECEB        E
06095E       2    No     0000ECEC-0000ECF2        7
060978       D    No     0000ECF3-0000ED04       12
06098B       2    No     0000ED05-0000ED0B        7
0609A5       1    No     0000ED0C-0000ED11        6
0609E4       4    No     0000ED12-0000ED1A        9
0609FD       4    No     0000ED1B-0000ED23        9
060A16       4    No     0000ED24-0000ED2C        9
060A2F       4    No     0000ED2D-0000ED35        9
060AF0       2    No     0000ED36-0000ED3C        7
060AFC       1    No     0000ED3D-0000ED42        6
060B0F       3    No     0000ED43-0000ED4A        8
060B1D       B    No     0000ED4B-0000ED5A       10
060B30       2    No     0000ED5B-0000ED61        7
060B5C       1    No     0000ED62-0000ED67        6
060B73       2    No     0000ED68-0000ED6E        7
060BA7       1    No     0000ED6F-0000ED74        6
060BB7       3    No     0000ED75-0000ED7C        8
060BE9       4    No     0000ED7D-0000ED85        9
060BF3       4    No     0000ED86-0000ED8E        9
060BFD       4    No     0000ED8F-0000ED97        9
060C07       2    No     0000ED98-0000ED9E        7
060C0F       F    No     0000ED9F-0000EDB2       14
060D06       2    No     0000EDB3-0000EDB9        7
060D12       1    No     0000EDBA-0000EDBF        6
060D23       4    No     0000EDC0-0000EDC8        9
060D3B       1    No     0000EDC9-0000EDCE        6
060D48       2    No     0000EDCF-0000EDD5        7
060D6E       1    No     0000EDD6-0000EDDB        6
060D93       1    No     0000EDDC-0000EDE1        6
060DDC       2    No     0000EDE2-0000EDE8        7
060E71       4    No     0000EDE9-0000EDF1        9
060E7B       4    No     0000EDF2-0000EDFA        9
060E85       4    No     0000EDFB-0000EE03        9
060E8F       2    No     0000EE04-0000EE0A        7
060EA3       1    No     0000EE0B-0000EE10        6
060EAD       1    No     0000EE11-0000EE16        6
060EB7       1    No     0000EE17-0000EE1C        6
060EC2       1    No     0000EE1D-0000EE22        6
060F87       2    No     0000EE23-0000EE29        7
061030       1    No     0000EE2A-0000EE2F        6
06103D       1    No     0000EE30-0000EE35        6
061048       1    No     0000EE36-0000EE3B        6
06107B       4    No     0000EE3C-0000EE44        9
06108A       2    No     0000EE45-0000EE4B        7
061097       8    No     0000EE4C-0000EE58        D
0610AB       2    No     0000EE59-0000EE5F        7
0610D1       1    No     0000EE60-0000EE65        6
0610DC       1    No     0000EE66-0000EE6B        6
0610F2       5    No     0000EE6C-0000EE75        A
0610FE       1    No     0000EE76-0000EE7B        6
06110E       2    No     0000EE7C-0000EE82        7
06111A       B    No     0000EE83-0000EE92       10
06112E       5    No     0000EE93-0000EE9C        A
061171       4    No     0000EE9D-0000EEA5        9
06117B       4    No     0000EEA6-0000EEAE        9
061185       4    No     0000EEAF-0000EEB7        9
061266       2    No     0000EEB8-0000EEBE        7
0613A0       2    No     0000EEBF-0000EEC5        7
0613A9       1    No     0000EEC6-0000EECB        6
0613C2       1    No     0000EECC-0000EED1        6
0613CB       1    No     0000EED2-0000EED7        6
0613D2       1    No     0000EED8-0000EEDD        6
0613E1       4    No     0000EEDE-0000EEE6        9
0613EB       2    No     0000EEE7-0000EEED        7
061404       2    No     0000EEEE-0000EEF4        7
06142E       1    No     0000EEF5-0000EEFA        6
061442       4    No     0000EEFB-0000EF03        9
061482       9    No     0000EF04-0000EF11        E
06149F       2    No     0000EF12-0000EF18        7
0614A7       1    No     0000EF19-0000EF1E        6
0614AF       1    No     0000EF1F-0000EF24        6
0614D0       4    No     0000EF25-0000EF2D        9
0614EB       2    No     0000EF2E-0000EF34        7
0614FB       4    No     0000EF35-0000EF3D        9
06162F       2    No     0000EF3E-0000EF44        7
0616AF       2    No     0000EF45-0000EF4B        7
0616BB       B    No     0000EF4C-0000EF5B       10
0616FE       4    No     0000EF5C-0000EF64        9
061717       4    No     0000EF65-0000EF6D        9
0617B4       2    No     0000EF6E-0000EF74        7
0617E8       2    No     0000EF75-0000EF7B        7
061802       4    No     0000EF7C-0000EF84        9
061899       2    No     0000EF85-0000EF8B        7
0618B9       E    No     0000EF8C-0000EF9E       13
0618CD       2    No     0000EF9F-0000EFA5        7
0618DA       2    No     0000EFA6-0000EFAC        7
0618E7       4    No     0000EFAD-0000EFB5        9
061901       1    No     0000EFB6-0000EFBB        6
06190E       1    No     0000EFBC-0000EFC1        6
061918       1    No     0000EFC2-0000EFC7        6
061925       1    No     0000EFC8-0000EFCD        6
061977       2    No     0000EFCE-0000EFD4        7
061983       B    No     0000EFD5-0000EFE4       10
0619A1       1    No     0000EFE5-0000EFEA        6
0619DB       4    No     0000EFEB-0000EFF3        9
0619E5       4    No     0000EFF4-0000EFFC        9
0619EF       4    No     0000EFFD-0000F005        9
0619F9       4    No     0000F006-0000F00E        9
061A09       1    No     0000F00F-0000F014        6
061B5E       B    No     0000F015-0000F024       10
061B74       7    No     0000F025-0000F030        C
061BBA       4    No     0000F031-0000F039        9
061BC4       4    No     0000F03A-0000F042        9
061BCE       4    No     0000F043-0000F04B        9
061BD8      19    No     0000F04C-0000F069       1E
061BFC       4    No     0000F06A-0000F072        9
061C0B       4    No     0000F073-0000F07B        9
061C1A       4    No     0000F07C-0000F084        9
061C29       4    No     0000F085-0000F08D        9
061C38       4    No     0000F08E-0000F096        9
061C47       4    No     0000F097-0000F09F        9
061D56       2    No     0000F0A0-0000F0A6        7
061D62       B    No     0000F0A7-0000F0B6       10
061D7E       5    No     0000F0B7-0000F0C0        A
061DD2       4    No     0000F0C1-0000F0C9        9
061DDC       4    No     0000F0CA-0000F0D2        9
061DE6       4    No     0000F0D3-0000F0DB        9
061DF0       4    No     0000F0DC-0000F0E4        9
061DFA       4    No     0000F0E5-0000F0ED        9
061E04       4    No     0000F0EE-0000F0F6        9
061E14       1    No     0000F0F7-0000F0FC        6
061F27       2    No     0000F0FD-0000F103        7
061F4B       2    No     0000F104-0000F10A        7
061F6F       2    No     0000F10B-0000F111        7
0620FE       2    No     0000F112-0000F118        7
06210A       1    No     0000F119-0000F11E        6
062132       1    No     0000F11F-0000F124        6
06217C       1    No     0000F125-0000F12A        6
06218F       1    No     0000F12B-0000F130        6
0621D1       3    No     0000F131-0000F138        8
0621E5       5    No     0000F139-0000F142        A
0621FD       F    No     0000F143-0000F156       14
062225       1    No     0000F157-0000F15C        6
06224D      10    No     0000F15D-0000F171       15
062275       2    No     0000F172-0000F178        7
06228C       1    No     0000F179-0000F17E        6
0622A1       1    No     0000F17F-0000F184        6
0622A9       4    No     0000F185-0000F18D        9
0622E9       8    No     0000F18E-0000F19A        D
0622F7       2    No     0000F19B-0000F1A1        7
062304       2    No     0000F1A2-0000F1A8        7
06230C       4    No     0000F1A9-0000F1B1        9
06233F       4    No     0000F1B2-0000F1BA        9
062358       4    No     0000F1BB-0000F1C3        9
062371       9    No     0000F1C4-0000F1D1        E
06241A       2    No     0000F1D2-0000F1D8        7
062440       1    No     0000F1D9-0000F1DE        6
06245E       2    No     0000F1DF-0000F1E5        7
06247C       1    No     0000F1E6-0000F1EB        6
0624F3       4    No     0000F1EC-0000F1F4        9
06250A       6    No     0000F1F5-0000F1FF        B
06251D       2    No     0000F200-0000F206        7
062527       1    No     0000F207-0000F20C        6
0640D2       B    No     0000F20D-0000F21C       10
0641D0       F    No     0000F21D-0000F230       14
067F61      11    Yes    0000F231-0000F238        8
067F74       9    No     0000F239-0000F246        E
067F83       C    No     0000F247-0000F257       11
068024       1    No     0000F258-0000F25D        6
06DE60       F    No     0000F25E-0000F271       14
06E075       6    No     0000F272-0000F27C        B
06E17D       2    No     0000F27D-0000F283        7
06E1B1       2    No     0000F284-0000F28A        7
07004A       1    No     0000F28B-0000F290        6
0701A9       7    No     0000F291-0000F29C        C
0701BD       1    No     0000F29D-0000F2A2        6
0701CF       1    No     0000F2A3-0000F2A8        6
0701F4       1    No     0000F2A9-0000F2AE        6
070211       1    No     0000F2AF-0000F2B4        6
070220       2    No     0000F2B5-0000F2BB        7
070238       4    No     0000F2BC-0000F2C4        9
07024A       1    No     0000F2C5-0000F2CA        6
0702A9       1    No     0000F2CB-0000F2D0        6
0702B0       1    No     0000F2D1-0000F2D6        6
0702D6       1    No     0000F2D7-0000F2DC        6
070321       1    No     0000F2DD-0000F2E2        6
070344       1    No     0000F2E3-0000F2E8        6
070359       B    No     0000F2E9-0000F2F8       10
070375       1    No     0000F2F9-0000F2FE        6
07037F       1    No     0000F2FF-0000F304        6
0703B1       1    No     0000F305-0000F30A        6
0703BD       1    No     0000F30B-0000F310        6
0703E3       7    No     0000F311-0000F31C        C
07040E       1    No     0000F31D-0000F322        6
070431       1    No     0000F323-0000F328        6
07044C       2    No     0000F329-0000F32F        7
070462       1    No     0000F330-0000F335        6
070474       7    No     0000F336-0000F341        C
07048E       1    No     0000F342-0000F347        6
07049B       4    No     0000F348-0000F350        9
0704AC       2    No     0000F351-0000F357        7
0704B5       1    No     0000F358-0000F35D        6
0704DA      19    No     0000F35E-0000F37B       1E
0704FD       2    No     0000F37C-0000F382        7
070519       5    No     0000F383-0000F38C        A
07052B       1    No     0000F38D-0000F392        6
07053D       1    No     0000F393-0000F398        6
070559       1    No     0000F399-0000F39E        6
070561       2    No     0000F39F-0000F3A5        7
07057B       1    No     0000F3A6-0000F3AB        6
0705CB       1    No     0000F3AC-0000F3B1        6
0705E7       4    No     0000F3B2-0000F3BA        9
070624       1    No     0000F3BB-0000F3C0        6
070639       2    No     0000F3C1-0000F3C7        7
07064A       1    No     0000F3C8-0000F3CD        6
070699       2    No     0000F3CE-0000F3D4        7
0706A4       1    No     0000F3D5-0000F3DA        6
0706BA       1    No     0000F3DB-0000F3E0        6
070741       1    No     0000F3E1-0000F3E6        6
070751       2    No     0000F3E7-0000F3ED        7
07076E       2    No     0000F3EE-0000F3F4        7
0707B9       2    No     0000F3F5-0000F3FB        7
0707EA       2    No     0000F3FC-0000F402        7
07080B       1    No     0000F403-0000F408        6
070825       1    No     0000F409-0000F40E        6
070837       2    No     0000F40F-0000F415        7
07083F       1    No     0000F416-0000F41B        6
07089C       4    No     0000F41C-0000F424        9
0708CF       2    No     0000F425-0000F42B        7
0708DB       1    No     0000F42C-0000F431        6
0708EF       1    No     0000F432-0000F437        6
0708F9       2    No     0000F438-0000F43E        7
070909       9    No     0000F43F-0000F44C        E
070925       1    No     0000F44D-0000F452        6
070959       1    No     0000F453-0000F458        6
070972       1    No     0000F459-0000F45E        6
07097C       1    No     0000F45F-0000F464        6
0709A5       1    No     0000F465-0000F46A        6
0709B1       1    No     0000F46B-0000F470        6
070A4D      1C    No     0000F471-0000F491       21
070A9A       1    No     0000F492-0000F497        6
070B6A       2    No     0000F498-0000F49E        7
070BBC       2    No     0000F49F-0000F4A5        7
070BC8       2    No     0000F4A6-0000F4AC        7
070C04       1    No     0000F4AD-0000F4B2        6
070C10       2    No     0000F4B3-0000F4B9        7
070D1E       1    No     0000F4BA-0000F4BF        6
070ECC       2    No     0000F4C0-0000F4C6        7
070ED8       1    No     0000F4C7-0000F4CC        6
070F6F       1    No     0000F4CD-0000F4D2        6
070F80       1    No     0000F4D3-0000F4D8        6
070F9A       1    No     0000F4D9-0000F4DE        6
070FF7       2    No     0000F4DF-0000F4E5        7
071006       5    No     0000F4E6-0000F4EF        A
07101A       1    No     0000F4F0-0000F4F5        6
071029       1    No     0000F4F6-0000F4FB        6
07103C       1    No     0000F4FC-0000F501        6
07109C       7    No     0000F502-0000F50D        C
0710EF       7    No     0000F50E-0000F519        C
0711B0       1    No     0000F51A-0000F51F        6
0711BC       7    No     0000F520-0000F52B        C
0711F2       4    No     0000F52C-0000F534        9
0716F5       1    No     0000F535-0000F53A        6
07172A       1    No     0000F53B-0000F540        6
071748       1    No     0000F541-0000F546        6
0718EF       1    No     0000F547-0000F54C        6
071ADA       1    No     0000F54D-0000F552        6
071B2D       1    No     0000F553-0000F558        6
071B45       1    No     0000F559-0000F55E        6
071B56       2    No     0000F55F-0000F565        7
071B68       8    No     0000F566-0000F572        D
071C32       1    No     0000F573-0000F578        6
071C44       8    No     0000F579-0000F585        D
071C55       1    No     0000F586-0000F58B        6
071C5D       1    No     0000F58C-0000F591        6
071C75       2    No     0000F592-0000F598        7
071C7D       2    No     0000F599-0000F59F        7
071C88       1    No     0000F5A0-0000F5A5        6
071C93       4    No     0000F5A6-0000F5AE        9
071CA3      16    No     0000F5AF-0000F5C9       1B
071CBF       1    No     0000F5CA-0000F5CF        6
071CD6       1    No     0000F5D0-0000F5D5        6
071CFA       1    No     0000F5D6-0000F5DB        6
071D06       1    No     0000F5DC-0000F5E1        6
071D54       1    No     0000F5E2-0000F5E7        6
071DE0       1    No     0000F5E8-0000F5ED        6
071DF4      77    No     0000F5EE-0000F669       7C
071E6B     14B    Yes    0000F66A-0000F671        8
071FE6       1    No     0000F672-0000F677        6
072032       1    No     0000F678-0000F67D        6
07203C       2    No     0000F67E-0000F684        7
07203F      36    Yes    0000F685-0000F68C        8
07217A       2    No     0000F68D-0000F693        7
0724B9       1    No     0000F694-0000F699        6
0725C8      98    Yes    0000F69A-0000F6A1        8
072660     5B4    No     0000F6A2-0000FC5A      5B9
072C3C     9AC    Yes    0000FC5B-0000FC62        8
0735EC       4    No     0000FC63-0000FC6B        9
07360E       7    No     0000FC6C-0000FC77        C
073710       1    No     0000FC78-0000FC7D        6
073745      15    No     0000FC7E-0000FC97       1A
073769       2    No     0000FC98-0000FC9E        7
073777       1    No     0000FC9F-0000FCA4        6
0738A5       4    No     0000FCA5-0000FCAD        9
0738BB       1    No     0000FCAE-0000FCB3        6
0738C3       1    No     0000FCB4-0000FCB9        6
0738F5       2    No     0000FCBA-0000FCC0        7
0738FE       A    No     0000FCC1-0000FCCF        F
073973       2    No     0000FCD0-0000FCD6        7
073B1C       1    No     0000FCD7-0000FCDC        6
073B49       1    No     0000FCDD-0000FCE2        6
073B9B       1    No     0000FCE3-0000FCE8        6
073B9D      10    Yes    0000FCE9-0000FCF0        8
073BAD      1E    No     0000FCF1-0000FD13       23
074062       1    No     0000FD14-0000FD19        6
07406A       2    No     0000FD1A-0000FD20        7
07408A       1    No     0000FD21-0000FD26        6
0740A2       E    No     0000FD27-0000FD39       13
0740C5       2    No     0000FD3A-0000FD40        7
0740CF       2    No     0000FD41-0000FD47        7
0740F9       2    No     0000FD48-0000FD4E        7
07416F       1    No     0000FD4F-0000FD54        6
074181       1    No     0000FD55-0000FD5A        6
07418C       1    No     0000FD5B-0000FD60        6
0741DF       2    No     0000FD61-0000FD67        7
0741F0       2    No     0000FD68-0000FD6E        7
0741FB       1    No     0000FD6F-0000FD74        6
074204       2    No     0000FD75-0000FD7B        7
07482B       1    No     0000FD7C-0000FD81        6
074839       1    No     0000FD82-0000FD87        6
074873       1    No     0000FD88-0000FD8D        6
07487D       1    No     0000FD8E-0000FD93        6
074887       1    No     0000FD94-0000FD99        6
074891       4    No     0000FD9A-0000FDA2        9
0748AA       5    No     0000FDA3-0000FDAC        A
0748B9       1    No     0000FDAD-0000FDB2        6
0748E3       3    No     0000FDB3-0000FDBA        8
0748F7       9    No     0000FDBB-0000FDC8        E
074909       1    No     0000FDC9-0000FDCE        6
074986       1    No     0000FDCF-0000FDD4        6
07499A       2    No     0000FDD5-0000FDDB        7
0749A5       2    No     0000FDDC-0000FDE2        7
0749AE       2    No     0000FDE3-0000FDE9        7
0749BC       2    No     0000FDEA-0000FDF0        7
0749E0       1    No     0000FDF1-0000FDF6        6
074A00       1    No     0000FDF7-0000FDFC        6
074A79       1    No     0000FDFD-0000FE02        6
074A86       4    No     0000FE03-0000FE0B        9
074A93       A    No     0000FE0C-0000FE1A        F
074AA4       2    No     0000FE1B-0000FE21        7
074AB4       1    No     0000FE22-0000FE27        6
074ABC       4    No     0000FE28-0000FE30        9
074ACC       1    No     0000FE31-0000FE36        6
074AF8       4    No     0000FE37-0000FE3F        9
074B11       4    No     0000FE40-0000FE48        9
074B2A       4    No     0000FE49-0000FE51        9
074B43       4    No     0000FE52-0000FE5A        9
074B5C       4    No     0000FE5B-0000FE63        9
074B75       4    No     0000FE64-0000FE6C        9
074B8E       4    No     0000FE6D-0000FE75        9
074BA7       4    No     0000FE76-0000FE7E        9
074BC7       2    No     0000FE7F-0000FE85        7
074BCF       4    No     0000FE86-0000FE8E        9
074CAE       2    No     0000FE8F-0000FE95        7
074CB6       1    No     0000FE96-0000FE9B        6
074CC1       4    No     0000FE9C-0000FEA4        9
074CD0       4    No     0000FEA5-0000FEAD        9
074D0D       7    No     0000FEAE-0000FEB9        C
074E1A       2    No     0000FEBA-0000FEC0        7
074E27       7    No     0000FEC1-0000FECC        C
074E47       1    No     0000FECD-0000FED2        6
074E5C       2    No     0000FED3-0000FED9        7
074E68       4    No     0000FEDA-0000FEE2        9
074EE4       2    No     0000FEE3-0000FEE9        7
074EEC       1    No     0000FEEA-0000FEEF        6
074F19       1    No     0000FEF0-0000FEF5        6
074F33       1    No     0000FEF6-0000FEFB        6
